Ticker,GS,GS,GS,GS,GS,JPM,JPM,JPM,JPM,JPM,BAC,BAC,BAC,BAC,BAC
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2019-01-02,,,,,,,,,,,,,,,
2019-01-03,0.03851983208130605,-0.002786843121642568,0.030241504546962172,-0.014648850726800666,0.015202280342051289,0.03638447045377036,-0.0008707323324530503,0.016002197119527217,-0.014211410845255124,0.039276620998155876,0.0357145462570454,-0.0039774380691210975,0.018325950830404336,-0.016025402991185156,-0.07289768543201691
2019-01-04,0.013652864666293674,0.0246259047412829,0.016697421563718118,0.032682465818759,-0.06696714447564156,0.004764858969523944,0.020629037063971012,0.016444314049977038,0.03686547569641774,0.03983691914726406,0.006415412649758423,0.024360992020599603,0.02372189986011697,0.041530986885699006,0.2587027549715013
2019-01-07,0.012948727353884637,0.010397796385400726,0.006838153927070767,0.005541339225356046,-0.1679381252804688,0.01331831576081055,0.005350037456904655,0.014550051534387931,0.000694986703046574,-0.08883863196183095,0.018326521964226794,0.005068135080289027,0.010387410356911486,-0.000782010711606107,-0.31985074395406843
2019-01-08,0.01455234834413388,0.001518355535549798,0.0036570172443199933,-0.003692786724953878,-0.14574410710320107,0.011948632882714083,0.0034493222990261696,-0.0016045719132445901,-0.0018856513095559801,-0.12001399806878499,0.006259895850853292,0.0003880265403533034,-0.007908174935787216,-0.0019560319295377493,0.1810552420974354
2019-01-09,-0.00945002587790611,-0.002302284438441382,0.011625084706386346,0.006272299433953243,0.2334831210309356,-0.008068478561798487,-0.003241029165885645,0.0038171519881140537,-0.0016903443342043412,0.04797920287507007,-0.0019439452502382215,0.002326500083335681,0.0119569625847884,0.009800116334964803,0.0351621784571885
2019-01-10,-0.0024984008037073346,0.0021387775862315994,0.0033733367969310812,-0.0026631558164741387,-0.15436261817305952,-0.007836558827363005,-0.007488393947556182,-0.006604685295897972,-9.96484689063104e-05,0.0102457432380203,-0.004285117888543355,-0.0027078547738024206,0.0011816586153419184,-0.001164559071686,-0.06414545412812445
2019-01-11,-0.003188037775011976,-0.0057843955200707065,-0.01754994186974801,0.005283973690424659,0.13315768861038912,-0.0012996433812713093,-0.005559398621298839,-0.0032234596962100737,-0.0047812411822302225,0.07399781581931131,-0.0011739018534127066,0.01008510270066143,0.0015732837716808667,0.011659342317219767,-0.026975985578470696
2019-01-14,-0.0033124967897276703,0.014121007945570474,0.00974360059610091,0.010116949346330673,0.05624155591164737,-0.010211173564377951,0.0118798547332164,-0.0029306799240025327,0.010309291525345765,0.3768547723754687,0.00940079023410334,0.01689712318171699,0.0058917488736554,0.013061951968673435,0.20857331904971965
2019-01-15,0.021774168058830146,0.0025066130527564567,0.01321086901584767,0.006658614065356172,-0.13383109736145404,0.00020219952453959245,0.010951018555488634,-0.0006082540655087953,0.007331013714423129,0.24679069548651134,0.017074076661932835,0.012462245989544707,0.017180747788063222,0.006825890525258949,0.0509689058520193
2019-01-16,0.048676359796257396,0.10089428627810615,0.05215413187892248,0.09543645541639378,4.218146850745243,0.0339772767438824,0.009563854063934007,0.03245453183862845,0.008064634032911577,-0.30077080087078234,0.07325434022613364,0.07124192159344256,0.06948167284326612,0.07156300000892735,1.0233263669682668
2019-01-17,0.0478612039084616,0.008327319381414178,0.03895497254974911,0.010199124431212292,-0.46183412091455955,-0.0013691988060356985,0.0004833431492365925,0.0011787222743879777,0.004097531426834555,-0.23123077753196997,0.007465513440055638,0.00974946654007347,0.008255685492470244,0.01898077251367658,-0.3414596917705143
2019-01-18,0.02260761248934373,0.016015765551734784,0.021158306583241027,0.01732859599148595,-0.30892747951571486,0.01625688198161468,0.013526528106572178,0.00892855109282098,0.01622612076511376,0.15308543193239554,0.02399435095111535,0.01586202354880295,0.022071859636256574,0.010693310417847934,-0.088436248007983
2019-01-22,0.0005990492814176296,-0.007536730017313142,-0.005027495109969582,-0.023995057701111322,-0.17738767276009126,-0.006649605731029906,-0.012488466093868555,-0.0068077311802193785,-0.015776160813022133,0.03986925319714896,-0.0013785769063370257,-0.005431272871456505,0.006269416256342586,-0.007167388986823786,-0.13343245357312805
2019-01-23,-0.014713393587288404,-0.0167769069017073,-0.0070949228287450206,-0.0039459588609891405,-0.2662794449822523,0.0034924219176761806,0.001061867527292426,-0.0015666088788085508,-0.0025257807447957026,-0.2889889192622207,0.008281834022679124,-0.0006822784949498395,-0.009345480813535256,-0.005843670682718627,-0.06405150044661057
2019-01-24,-0.006732572906752332,0.00802654391056734,0.006322818126552443,0.00457080279977351,-0.2283695429090803,-0.01266418898067101,-0.005882150219655546,-0.0002939822490012345,0.0005845260560417564,-0.06996962137864604,-0.01608494228930868,-0.0027323310525183553,0.004192740740987189,0.005532404108822719,-0.25097103086021055
2019-01-25,0.018397915108658625,0.0075623417292816075,0.018696577446505103,0.014863705183289389,0.24439547078045454,0.013512183217438745,0.011834276578355896,0.007847653495102191,0.006326609869710342,0.2719885277246654,0.01843479733968212,0.01780815992276419,0.013917862207526666,0.01719393863432428,0.21330155331026024
2019-01-28,-0.00920777733613698,-0.005566821724559801,-0.011633667327966557,-0.005081189671388375,-0.2764580152671756,-0.005989739797996885,-0.0006710273858293592,-0.001459964722621554,0.004739362412502057,-0.14519047420212394,0.0013662094538757774,-0.001682220377057897,0.005147739564195897,0.0016904286977674765,-0.16927049781039893
2019-01-29,0.005101164962171945,0.00949657008883742,0.003906515708136604,0.0039053867154370536,0.13694294395678597,0.009621982328495982,0.008346227455831912,0.011112339803866389,0.0027917677836371,-0.2067719061149058,0.007503400760626278,0.0010110942259400346,0.0017069898616599577,-0.008099942049477282,-0.1419506435549448
2019-01-30,0.009547914135967561,0.006535790275668418,0.008996005380253136,0.009875496591979838,0.029397572473182088,0.0025029771545490576,0.0012368418953290217,0.0004820449226707879,0.002304047610271809,0.2856321780095039,-0.004062590303639202,-0.007744428938295855,-0.013292683727360033,-0.010888318726634538,0.2919989349275731
2019-01-31,-0.003982287937984608,-0.0046241411206076055,-0.013523916918904089,-0.022076524013486254,1.0208776547795044,-0.007009889417629034,-0.013683096225289848,-0.010117647849172129,-0.008715810694778892,0.39870512441822403,-0.02277342203542354,-0.021377440054081265,-0.033505884542845754,-0.020639643891030457,0.507333495798471
